,AC_uncertainty,AD_uncertainty,H_uncertainty,blood_uncertainty,fat_uncertainty,glass_uncertainty,stroma_uncertainty
0,0.008724451156498012,0.007678142852698026,0.0071143260924145585,0.0021388311323789822,,,0.005538595031490937
1,0.007197711632276576,0.004929128474213939,0.003970538495438329,0.013140435662353412,,,0.008037713234080002
2,0.006357399364545319,0.010671632667072118,0.012167148412845564,0.002611383524678482,,,0.008530740705221735
3,0.005860223942848583,0.0035027870766498386,0.005474549684367957,0.005751533182289374,,,0.006449067119137907
4,0.01312960307695903,0.00787947709289559,0.009100565187145545,0.004698696586547157,,,0.0071004028308986255
5,0.004119616500975099,0.004994759042407774,0.005911698379107595,0.001143785012633695,,,0.011084477139714485
6,0.009964942758961114,0.006084039103249476,0.006537784151199351,0.004899924224931358,,,0.00900341211260335
7,0.011568753824394661,0.005412804866440031,0.009908933192491531,0.006122830530898681,,,0.011780498440687856
8,0.009515606378863594,0.00563101542259877,0.0065523125176052115,0.007845505847459813,,,0.009037426559856006
9,0.005614709235184515,0.006116193465034787,0.011758122311827416,0.006764212104947849,,,0.009850480014574715
10,0.010839236578613054,0.0039000537661498433,0.009799245585842678,0.007075895079954837,,,0.01134330011191196
11,0.006212023585976567,0.0098569364718666,0.006740031911370655,0.00789275318190145,,,0.00681587071303511
12,0.008017322044058042,0.010330684669861511,0.008434798387558354,0.004958228471878101,,,0.009902818032423965
13,0.004262624946960614,0.0029857273902355996,0.009018314588926537,0.008149653076892112,,,0.018917146697640424
14,0.006368732681585243,0.011706187776871955,0.010245008186393534,0.007328803058650617,,,0.006165345034484441
15,0.004803000196019033,0.005692838101337354,0.009787061107393432,0.0030755024811090453,,,0.009340625351372485
16,0.008717809718412656,0.008650856989879685,0.012657487314815322,0.006454787154022293,,,0.013796404180660223
17,0.008505072894816596,0.007051365041358319,0.006605859414169874,0.007679702723180526,,,0.009428573498735203
18,0.005585576892675212,0.004867167468182742,0.009819656387359526,0.013081292985467978,,,0.008369521951923767
19,0.012574736109309013,0.011669341427235243,0.004790143933011374,0.008669637223162378,,,0.006585853144497377
20,0.009858895599609242,0.010707486592824956,0.005509308240349733,0.008714373905968386,,,0.006638964933775546
21,0.0032960193956872294,0.012584163223800713,0.008692575541014472,0.011872586507373245,,,0.010342964257870336
22,0.005920874211733461,0.005455184107874326,0.008525850930285137,0.006449111211501684,,,0.006698910375295479
23,0.006945210988002751,0.004804468965933969,0.009896983326567957,0.0076215694386822476,,,0.006997152896656189
24,0.00669398397646243,0.008226609667629722,0.00892642178684279,0.008047825756754414,,,0.00615485368228595
25,0.006223079717407624,0.009333272818669988,0.008524961362976077,0.0020251254824870555,,,0.005261296487393945
26,0.006324786514354249,0.008495862965719426,0.011327121217618698,0.004359438908674445,,,0.007778014742264834
27,0.005716749476656939,0.011090995466414219,0.011007520110494322,0.005201980595787367,,,0.008977535679393137
28,0.009154994356504175,0.005899952187610325,0.0066671319662418675,0.006654927074365938,,,0.003264573400762553
29,0.0031691416572963743,0.013680129140266221,0.011290821656196688,0.00924256679233319,,,0.006529622672799937
30,0.004899474945098821,0.00821830117808228,0.010113008001159565,0.004697217752497333,,,0.007328681598786109
31,0.006779358456909298,0.008781002256364445,0.008495718084486724,0.007811839579274723,,,0.006209699338554249
32,0.00545974253230573,0.012656236025532053,0.00827911797290047,0.004086813022149727,,,0.005015405996891787
33,0.007229007132021555,0.0031473273531446464,0.006057144140262001,0.009485659083778348,,,0.003539329589693807
34,0.009634744862952023,0.007404641769244335,0.00784579688576438,0.008427154141463689,,,0.0055533916078275075
35,0.0036868599990460406,0.010294969557435254,0.0056824568032122135,0.006941694311899482,,,0.006990161043783397
36,0.0057969255819140635,0.003948263974780275,0.0028374499267859693,0.00530488743679598,,,0.006640051180450732
37,0.010463800025657596,0.009826716309180483,0.003064580514546833,0.006072821524442891,,,0.00326332074473612
38,0.0069070403456862545,0.009813999622444194,0.00975500891339228,0.006909575921842284,,,0.012785389861771064
39,0.004057121036506335,0.00619574094307609,0.008002279292304591,0.0077073457390118465,,,0.011154003959018156
40,0.003701487148525,0.003424958026840841,0.011088486551307144,0.0019455600393939673,,,0.007313041815602142
41,0.008576305367751048,0.006308440305474505,0.007765055550892916,0.004827177609210292,,,0.009716478269789757
42,0.004521556210587126,0.015577640739502383,0.010364933238937134,0.006202769739320502,,,0.009873367175168825
43,0.007112485230284923,0.011411073698945985,0.00955256094894139,0.008203110449721862,,,0.009175929935493815
44,0.006880329565804762,0.006063527144988256,0.0050550227072866,0.002654470940918448,,,0.008832606525053657
45,0.004402474354249838,0.007554812543397323,0.0039852957094505355,0.006633682868960022,,,0.009551117173638584
46,0.004930498434987385,0.008255238667940527,0.004766235217539361,0.01002893355519821,,,0.0055844613811738475
47,0.008904693090395691,0.00274044280798383,0.007695043031708337,0.007044745029270417,,,0.006425929047448638
48,0.010444648761282831,0.002423004127073606,0.006310780722803126,0.00367708452201138,,,0.011693470692262054
49,0.00551981349271955,0.010856812370548143,0.011903849660302512,0.01209215551013282,,,0.00984104880481027
50,0.006339818642785151,0.0050943089474458254,0.009628823779833815,0.0065906841111427646,,,0.009014108230136724
51,0.010763855924597011,0.01588708796965269,0.005421670055269109,0.00505583889122742,,,0.012025315865563851
52,0.005882468689621116,0.013410524634673494,0.014664962304232176,0.0036439068121580927,,,0.007166728116984209
53,0.004725600462431127,0.009849674032496597,0.012995335517916828,0.007490053248663268,,,0.011801628672522687
54,0.0060118892368336676,0.0039616676755637546,0.00421373526211634,0.007263826679748794,,,0.009383864774645189
55,0.006203733151778578,0.008916401665192098,0.006178826165948218,0.003767213086363578,,,0.007638199586896614
56,0.0022465479523702922,0.007044640407366387,0.012371120549505578,0.0072173791859919826,,,0.004161627537602424
